"ImageID","idiom","rating","final_nouns","count_all_nouns","nouns_present_GPT","count_nouns_present_GPT","nouns_present_dreamlike","count_nouns_present_dreamlike","idiom_nouns","idiom_in_gpt","idiom_in_dreamlike","model","model_ratio","figure of speech","category","meaning","physical_attribution_meaning","prompt","model_text","text"
"GPT_P23_23-45.jpg","red herring","0.6000000000000001","red, herring","2.0","red, herring","2.0","red, herring","2.0","red, herring","total","total","DallE3","1.0",,"animal","an unimportant fact, idea, event, etc. that takes people’s attention away from the important ones","no","P7","Llama3 + GPT","0.0"
"GPT_P22_22-42.jpg","black book","4.0","person, notebook, cover, silver, lock, lit, room, shadow, leather","9.0","person, notebook, cover, silver, lock, lit, room, shadow, leather","9.0","notebook, cover, silver, lock, lit, shadow, leather","7.0","black, book","none","none","DallE3","1.0","metonymy","object","a book containing the names of people to be punished, blacklisted, etc","yes","P6","Llama3 + GPT","3.0"
"GPT_P01_01-30-02.jpg","in the dock","10.0","dock","1.0","dock","1.0","dock","1.0","dock","total","total","DallE3","1.0","metaphor","object","on trial in court, especially in a criminal case","yes","P1","GPT","0.0"
"GPT_P23_23-44.jpg","white elephant","9.5","expensive, item, white, elephant","4.0","expensive, item, white, elephant","4.0","item, white, elephant","3.0","white, elephant","total","total","DallE3","1.0","metaphor","animal","an expensive item with no use or purpose","yes","P7","Llama3 + GPT","0.0"
"dreamlike_P20_20_23.jpg","across the board","5.1000000000000005","board, industry, investment","3.0","board, industry","2.0","board","1.0","board","total","total","dreamlike","0.3333333333333333","metaphor","object","affecting everyone or everything within an organization, system, or society","maybe","P4","no_model","2.0"
"GPT_P12_12-32.jpg","melting pot","7.300000000000001","melting pot","1.0","melting pot","1.0","melting pot","1.0","melting pot","total","total","DallE3","1.0","metaphor","object","a place where different types of people and ideas live together, frequently blending to create something new","maybe","P2","GPT","0.0"
"GPT_P20_20-39.jpg","big gun","8.700000000000001","big, gun, firm, court, case","5.0","big, gun, firm","3.0","big, gun","2.0","big, gun","total","total","DallE3","0.6","metonymy","object","someone who has an important or powerful position","yes","P4","GPT","0.0"
"dreamlike_P12_12_52.jpg","earworm","0.4","ear, worm","2.0","ear, worm","2.0","ear, worm","2.0","ear, worm","total","total","dreamlike","1.0","metaphor","animal","a situation when a song that comes to your mind again and again","yes","P2","no_model","2.0"
"dreamlike_P21_21_3.jpg","on board","7.1000000000000005","board, part, group, project, treaty, area, supporter, female, country","9.0","board, part, group, project, female","5.0","board, area, country","3.0","board","total","total","dreamlike","0.3333333333333333","metaphor","object","as part of a group or team, especially for a special purpose","yes","P5","no_model","2.0"
"GPT_P21_21-41.jpg","turn the tables","7.1000000000000005","tables, person, businessman, casino, lawyer, morning, dollar, thousand, dollar, strong, evidence, strong","12.0","tables, person, lawyer","3.0","person, businessman, lawyer","3.0","tables","total","none","DallE3","0.25","metaphor","object","​to change a situation so that you are now in a stronger position than the person who used to be in a stronger position than you","yes","P5","GPT","0.0"
"dreamlike_P20_20_5.jpg","at sea","8.0","sea, dinner","2.0","sea","1.0","sea","1.0","sea","total","total","dreamlike","0.5","metaphor","nature","It means to be confused or not understand something at all","yes","P4","no_model","0.0"
"GPT_P19_19-35.jpg","off the hook","9.2","hook","1.0","hook","1.0",,"1.0","hook","total",,"DallE3","1.0","metaphor","object","having got free from a difficult situation or a punishment","yes","P3","GPT","0.0"
"GPT_P01_01-31-02.jpg","on a roll","9.7","roll","1.0",,"0.0","roll","1.0","roll",,"total","DallE3","0.0","metaphor","object","experiencing a period of success or good luck","yes","P1","GPT","0.0"
"dreamlike_P22_22_26.jpg","in a nutshell","5.7","small, wooden, shell, hazelnut, scatter, shell, scatter, foliage","8.0","small, wooden, shell, hazelnut, scatter, shell, scatter, foliage","8.0","small, wooden, shell, hazelnut, scatter, foliage","6.0","nutshell","none","none","dreamlike","0.75","metaphor","food","used when you are stating the main facts about something in a short clear way","no","P6","Llama3","0.0"
"dreamlike_P01_01_51-02.jpg","hot potato","0.0","hot, potato","2.0","hot, potato","2.0","potato","1.0","hot, potato","total","partial","dreamlike","0.5","metaphor","food","refers to a controversial or sensitive topic that people avoid discussing","no","P1","no_model","0.0"
"dreamlike_P01_01_16-02.jpg","on the ball","6.300000000000001","ball","1.0",,"0.0","ball","1.0","ball",,"total","dreamlike","1.0","metaphor","object","to be aware of and understand what is happening and be able to react quickly","yes","P1","no_model","2.0"
"dreamlike_P23_23_11.jpg","hand in hand","10.0","hand, two, people, object","4.0","hand, two, people","3.0","hand, two, people","3.0","hand, hand","total","total","dreamlike","0.75","metaphor","body","in a figurative sense, it is used to indicate that two things accompany, complement, or are concurrent with one another.","no","P7","Llama3","0.0"
"dreamlike_P19_19_20.jpg","red flag","8.4","red, flag, sign","3.0","red, flag","2.0","red, flag","2.0","red, flag","total","total","dreamlike","0.6666666666666666","metaphor","object","a sign that something is not right or something bad may happen","no","P3","no_model","0.0"
"dreamlike_P22_22_27.jpg","in hot water","9.6","person, edge, side, steam, hot, tub, bubble","7.0","person, edge, side, steam, hot, tub, bubble","7.0","person, edge, steam, hot, tub, bubble","6.0","hot, water","partial","partial","dreamlike","0.8571428571428571","metaphor","nature","if someone is in hot water, they are in trouble because they have done something wrong","yes","P6","Llama3","0.0"
"dreamlike_P20_20_22.jpg","in the cards","8.8","promotion, card","2.0","promotion, card","2.0","card","1.0","card","total","total","dreamlike","0.5","metonymy","object","Something very likely to happen, occur or take place","no","P4","no_model","2.0"
"GPT_P21_21-40.jpg","back against the wall","10.0","back, wall, company, employee","4.0","back, wall, employee","3.0","back, wall","2.0","back, wall","total","total","DallE3","0.75","metaphor","object","to be in a tough situation with limited options","yes","P5","GPT","0.0"
"dreamlike_P01_01_17-02.jpg","scapegoat","0.3","goat","1.0",,"0.0","goat","0.0","goat",,"total","dreamlike","0.0","metaphor","animal","to be made to suffer or bear the punishment for someone else","yes","P1","no_model","0.0"
"dreamlike_P12_12_18.jpg","under fire","5.0","fire","1.0","fire","1.0","fire","1.0","fire","total","total","dreamlike","1.0","metaphor","nature","subject to extreme criticism or judgment","yes","P2","no_model","2.0"
"GPT_P22_22-45.jpg","red herring","5.9","detective, lit, room, book, paper, steal, treasure, red, scarf","9.0","detective, lit, room, book, paper, red, scarf","7.0","detective, lit, room, book, paper, treasure, red, scarf","8.0","red, herring","partial","partial","DallE3","0.7777777777777778",,"animal","an unimportant fact, idea, event, etc. that takes people’s attention away from the important ones","no","P6","Llama3 + GPT","0.0"
"dreamlike_P19_19_22.jpg","in the cards","0.5","card","1.0","card","1.0","card","1.0","card","total","total","dreamlike","1.0","metonymy","object","Something very likely to happen, occur or take place","no","P3","no_model","0.0"
"dreamlike_P21_21_27.jpg","in hot water","0.2","press, hot, water, leader, comment, phone, hack, reporter","8.0","hot, water, leader","3.0","water, phone, hack","3.0","hot, water","total","partial","dreamlike",375,"metaphor","nature","if someone is in hot water, they are in trouble because they have done something wrong","yes","P5","no_model","0.0"
"dreamlike_P21_21_26.jpg","in a nutshell","1.3","nutshell, mayor, fight, crime, company, plan, chief, male","8.0","nutshell, mayor, male","3.0","company, chief, male","3.0","nutshell","total","none","dreamlike",375,"metaphor","food","used when you are stating the main facts about something in a short clear way","no","P5","no_model","0.0"
"dreamlike_P20_20_24.jpg","blue-collar","7.0","contractor, project, worker, physical, work, office, blue, collar","8.0","contractor, project, worker, physical, work, blue, collar","7.0","worker, physical, blue, collar","4.0","blue, collar","total","total","dreamlike","0.5","metonymy","object","blue-collar workers do physical work, rather than working in offices","yes","P4","no_model","0.0"
"dreamlike_P22_22_29.jpg","at the helm","0.0","person, eyes, horizon, sun, helm, bridge, ship, hand, worn, wooden, wheel","11.0","person, horizon, sun, helm, bridge, ship, hand, worn, wooden, wheel","10.0","person, horizon, sun, bridge, ship, wooden","6.0","helm","total","none","dreamlike","0.5454545454545454","metaphor","object","in charge of an organization, group of people, etc.","yes","P6","Llama3","0.0"
"GPT_P01_01-33-02.jpg","on the money","8.700000000000001","money","1.0","money","1.0",,"1.0","money","total",,"DallE3","1.0","metaphor","object","being right about something","yes","P1","GPT","0.0"
"dreamlike_P01_01_18-02.jpg","under fire","0.1","fire","1.0",,"0.0",,"0.0","fire",,,"dreamlike","0.0","metaphor","nature","subject to extreme criticism or judgment","yes","P1","no_model","0.0"
"dreamlike_P01_01_19-02.jpg","red tape","0.0","red, tape","2.0","red, tape","2.0","red","1.0","red, tape","total","partial","dreamlike","0.5","metonymy","object","over excessive or time-consuming rules and bureaucracy that hinder progress","no","P1","no_model","0.0"
"GPT_P22_22-44.jpg","white elephant","1.4","person, gift, scene, large, ornate, ceramic, figurine, bright, pink, ear, red, hat, puzzle, face, scattered, wrap, paper","17.0","person, gift, scene, large, ornate, ceramic, figurine, bright, pink, ear, red, hat, puzzle, face, scattered, wrap, paper","17.0","person, gift, scene, large, ornate, bright, pink, ear, red, hat, face, scattered, wrap, paper","14.0","white, elephant","none","none","DallE3","1.0","metaphor","animal","an expensive item with no use or purpose","yes","P6","Llama3 + GPT","0.0"
"GPT_P20_20-14.jpg","old school","8.5","dress, school, fashion, night","4.0","dress, school, fashion, night","4.0","dress, fashion","2.0","school","total","none","DallE3","1.0","metaphor","object","old fashioned ideas or approach compared to current trends","no","P4","GPT","1.0"
"GPT_P21_21-42.jpg","black book","9.3","people, boss, party, black, book, name, female, male","8.0","black, book, name","3.0","black, book, name","3.0","black, book","total","total","DallE3",375,"metonymy","object","a book containing the names of people to be punished, blacklisted, etc","yes","P5","GPT","2.0"
"dreamlike_P23_23_30.jpg","in the dock","8.200000000000001","dock, judge, trial, courtroom, scene, lawyer, spectator","7.0","dock, judge, trial, courtroom, scene, lawyer, spectator","7.0","dock, judge, trial, courtroom, scene, lawyer, spectator","7.0","dock","total","total","dreamlike","1.0","metaphor","object","on trial in court, especially in a criminal case","yes","P7","Llama3","0.0"
"GPT_P23_23-47.jpg","dark horse","3.7","dark, horse, person, hide, surprise","5.0","person, hide, surprise","3.0","dark, horse","2.0","dark, horse","none","total","DallE3","0.6","metaphor","animal","a person who keeps their interests and ideas secret, especially someone who has a surprising ability or skill","yes","P7","Llama3 + GPT","0.0"
"GPT_P12_12-34.jpg","red book","1.2000000000000002","red, book","2.0","red, book","2.0","red, book","2.0","red, book","total","total","DallE3","1.0","metonymy","object","a government publication bound in red, esp the Treasury's annual forecast of revenue, expenditure, growth, and inflation","yes","P2","GPT","0.0"
"dreamlike_P22_22_28.jpg","in the bag","1.3","person, large, overflow, shopping, bag, item, clean, kitchen, background","9.0","person, large, overflow, shopping, bag, item, clean, kitchen, background","9.0","person, large, overflow, shopping, bag, item, clean","7.0","bag","total","total","dreamlike","0.7777777777777778","metaphor","object","if something is in the bag, it is almost certain to be won or achieved","no","P6","Llama3","0.0"
"GPT_P19_19-13.jpg","black hole","8.8","black, hole, place","3.0","black, hole, place","3.0","black, hole","2.0","black, hole","total","total","DallE3","1.0","metaphor","nature","a place in which things are lost never to be seen again","maybe","P3","GPT","0.0"
"GPT_P19_19-39.jpg","big gun","5.1000000000000005","big, gun","2.0",,"0.0","big, gun","2.0","big, gun",,"total","DallE3","0.0","metonymy","object","someone who has an important or powerful position","yes","P3","GPT","0.0"
"GPT_P01_01-32-02.jpg","melting pot","5.0","melting pot","1.0","melting pot","1.0",,"1.0","melting pot","total",,"DallE3","1.0","metaphor","object","a place where different types of people and ideas live together, frequently blending to create something new","maybe","P1","GPT","0.0"
"dreamlike_P20_20_25.jpg","bread and butter","0.4","bread, butter, job, money, person","5.0","bread, butter, job, person","4.0","bread, person","2.0","bread, butter","total","partial","dreamlike","0.4","metonymy","food","a job or activity that provides you with the money you need to live","maybe","P4","no_model","2.0"
"dreamlike_P01_01_54-02.jpg","cold turkey","5.1000000000000005","cold, turkey","2.0",,"0.0",,"1.0","cold, turkey",,,"dreamlike","0.5","metaphor","food","an unpleasant physical condition suffered by people who stop taking a drug that they are addicted to","yes","P1","no_model","0.0"
"GPT_P20_20-40.jpg","back against the wall","7.0","back, wall, company, employee","4.0","wall, employee","2.0","back, wall, employee","3.0","back, wall","partial","total","DallE3","0.5","metaphor","object","to be in a tough situation with limited options","yes","P4","GPT","0.0"
"dreamlike_P12_12_51.jpg","hot potato","2.6","hot, potato","2.0","hot, potato","2.0","potato","1.0","hot, potato","total","partial","dreamlike","0.5","metaphor","food","refers to a controversial or sensitive topic that people avoid discussing","no","P2","no_model","2.0"
"GPT_P19_19-37.jpg","behind bars","9.2","jail, bar","2.0","jail, bar","2.0","bar, jail","2.0","bar","total","total","DallE3","1.0","metonymy","object","to be in jail or prison","yes","P3","GPT","0.0"
"GPT_P12_12-35.jpg","off the hook","0.6000000000000001","hook","1.0","hook","1.0",,"1.0","hook","total",,"DallE3","1.0","metaphor","object","having got free from a difficult situation or a punishment","yes","P2","GPT","2.0"
"GPT_P20_20-41.jpg","turn the tables","7.1000000000000005","tables, person, casino, thousand, dollar","5.0","tables, person, casino","3.0","person","1.0","tables","total","none","DallE3","0.6","metaphor","object","​to change a situation so that you are now in a stronger position than the person who used to be in a stronger position than you","yes","P4","GPT","0.0"
"GPT_P12_12-12.jpg","cup of tea","1.1","cup, tea","2.0","cup, tea","2.0","cup, tea","2.0","cup, tea","total","total","DallE3","1.0","metaphor","object","if it is “your cup of tea” it is something that you prefer","no","P2","GPT","0.0"
"dreamlike_P23_23_31.jpg","on a roll","4.800000000000001","person, marbles, streak, multiple, roll, object, wave, blur, background, confetti","10.0","person, marbles, multiple, roll, object, wave, background, confetti","8.0","person, marbles, streak, multiple, roll, object, background, confetti","8.0","roll","total","total","dreamlike","0.8","metaphor","object","experiencing a period of success or good luck","yes","P7","Llama3","0.0"
"dreamlike_P19_19_23.jpg","across the board","0.9","board","1.0","board","1.0","board","1.0","board","total","total","dreamlike","1.0","metaphor","object","affecting everyone or everything within an organization, system, or society","maybe","P3","no_model","2.0"
"GPT_P21_21-43.jpg","black sheep","5.0","black, sheep, person, family, group, artist, job, man, male","9.0","black, sheep, group","3.0","black, sheep","2.0","black, sheep","total","total","DallE3","0.3333333333333333","metaphor","animal","a person who is different from the rest of their family or another group, and who is considered bad or embarrassing","yes","P5","GPT","0.0"
"GPT_P21_21-15.jpg","at bay","3.6","bay, disease, town, safe, distance, scientist, medicine, soldier, mercenary","9.0","soldiers, distance, mercenary","3.0","bay, town, distance, soldier, mercenary","5.0","bay","none","total","DallE3","0.3333333333333333",,"nature","to keep something dangerous at a safe distance","maybe","P5","GPT","0.0"
"dreamlike_P12_12_21.jpg","upper hand","1.5","upper, hand ","2.0","upper, hand ","2.0","hand","1.0","upper, hand ","total","partial","dreamlike","0.5","metonymy","body","to get an advantage over somebody so that you are in control of a particular situation","yes","P2","no_model","2.0"
"GPT_P23_23-46.jpg","Easter egg","5.0","egg, software, hidden, video, game, website, treasure","7.0","egg, hidden","2.0","egg","1.0","egg","total","total","DallE3","0.2857142857142857","metaphor","food","a feature that is hidden in video games, websites, software or social media and only unveiled after playing or viewing for a long time","maybe","P7","Llama3 + GPT","0.0"
"dreamlike_P01_01_52-02.jpg","earworm","0.0","ear, worm","2.0",,"0.0",,"1.0","ear, worm",,,"dreamlike","0.5","metaphor","animal","a situation when a song that comes to your mind again and again","yes","P1","no_model","2.0"
"dreamlike_P12_12_20.jpg","red flag","7.6","red, flag","2.0","red, flag","2.0","red,flag","2.0","red, flag","total","total","dreamlike","1.0","metaphor","object","a sign that something is not right or something bad may happen","no","P2","no_model","0.0"
"GPT_P22_22-45.jpg","red herring","7.1000000000000005","detective, lit, room, book, paper, steal, treasure, red, scarf","9.0","detective, lit, room, book, paper, red, scarf","7.0","detective, lit, room, book, paper, treasure, red, scarf","8.0","red, herring","partial","partial","DallE3","0.7777777777777778",,"animal","an unimportant fact, idea, event, etc. that takes people’s attention away from the important ones","no","P6","Llama3 + GPT","0.0"
"dreamlike_P19_19_22.jpg","in the cards","0.6000000000000001","card","1.0","card","1.0","card","1.0","card","total","total","dreamlike","1.0","metonymy","object","Something very likely to happen, occur or take place","no","P3","no_model","0.0"
"dreamlike_P21_21_27.jpg","in hot water","1.1","press, hot, water, leader, comment, phone, hack, reporter","8.0","hot, water, leader","3.0","water, phone, hack","3.0","hot, water","total","partial","dreamlike",375,"metaphor","nature","if someone is in hot water, they are in trouble because they have done something wrong","yes","P5","no_model","0.0"
"dreamlike_P21_21_26.jpg","in a nutshell","1.6","nutshell, mayor, fight, crime, company, plan, chief, male","8.0","nutshell, mayor, male","3.0","company, chief, male","3.0","nutshell","total","none","dreamlike",375,"metaphor","food","used when you are stating the main facts about something in a short clear way","no","P5","no_model","0.0"
"dreamlike_P20_20_24.jpg","blue-collar","7.9","contractor, project, worker, physical, work, office, blue, collar","8.0","contractor, project, worker, physical, work, blue, collar","7.0","worker, physical, blue, collar","4.0","blue, collar","total","total","dreamlike","0.5","metonymy","object","blue-collar workers do physical work, rather than working in offices","yes","P4","no_model","0.0"
"dreamlike_P22_22_29.jpg","at the helm","0.7000000000000001","person, eyes, horizon, sun, helm, bridge, ship, hand, worn, wooden, wheel","11.0","person, horizon, sun, helm, bridge, ship, hand, worn, wooden, wheel","10.0","person, horizon, sun, bridge, ship, wooden","6.0","helm","total","none","dreamlike","0.5454545454545454","metaphor","object","in charge of an organization, group of people, etc.","yes","P6","Llama3","0.0"
"GPT_P01_01-33-02.jpg","on the money","9.2","money","1.0","money","1.0",,"1.0","money","total",,"DallE3","1.0","metaphor","object","being right about something","yes","P1","GPT","0.0"
"dreamlike_P01_01_18-02.jpg","under fire","0.0","fire","1.0",,"0.0",,"0.0","fire",,,"dreamlike","0.0","metaphor","nature","subject to extreme criticism or judgment","yes","P1","no_model","0.0"
"dreamlike_P01_01_19-02.jpg","red tape","0.0","red, tape","2.0","red, tape","2.0","red","1.0","red, tape","total","partial","dreamlike","0.5","metonymy","object","over excessive or time-consuming rules and bureaucracy that hinder progress","no","P1","no_model","0.0"
"GPT_P22_22-44.jpg","white elephant","7.6","person, gift, scene, large, ornate, ceramic, figurine, bright, pink, ear, red, hat, puzzle, face, scattered, wrap, paper","17.0","person, gift, scene, large, ornate, ceramic, figurine, bright, pink, ear, red, hat, puzzle, face, scattered, wrap, paper","17.0","person, gift, scene, large, ornate, bright, pink, ear, red, hat, face, scattered, wrap, paper","14.0","white, elephant","none","none","DallE3","1.0","metaphor","animal","an expensive item with no use or purpose","yes","P6","Llama3 + GPT","0.0"
"GPT_P20_20-14.jpg","old school","4.800000000000001","dress, school, fashion, night","4.0","dress, school, fashion, night","4.0","dress, fashion","2.0","school","total","none","DallE3","1.0","metaphor","object","old fashioned ideas or approach compared to current trends","no","P4","GPT","1.0"
"GPT_P21_21-42.jpg","black book","8.3","people, boss, party, black, book, name, female, male","8.0","black, book, name","3.0","black, book, name","3.0","black, book","total","total","DallE3",375,"metonymy","object","a book containing the names of people to be punished, blacklisted, etc","yes","P5","GPT","2.0"
"dreamlike_P23_23_30.jpg","in the dock","9.4","dock, judge, trial, courtroom, scene, lawyer, spectator","7.0","dock, judge, trial, courtroom, scene, lawyer, spectator","7.0","dock, judge, trial, courtroom, scene, lawyer, spectator","7.0","dock","total","total","dreamlike","1.0","metaphor","object","on trial in court, especially in a criminal case","yes","P7","Llama3","0.0"
"GPT_P23_23-47.jpg","dark horse","6.300000000000001","dark, horse, person, hide, surprise","5.0","person, hide, surprise","3.0","dark, horse","2.0","dark, horse","none","total","DallE3","0.6","metaphor","animal","a person who keeps their interests and ideas secret, especially someone who has a surprising ability or skill","yes","P7","Llama3 + GPT","0.0"
"GPT_P12_12-34.jpg","red book","4.9","red, book","2.0","red, book","2.0","red, book","2.0","red, book","total","total","DallE3","1.0","metonymy","object","a government publication bound in red, esp the Treasury's annual forecast of revenue, expenditure, growth, and inflation","yes","P2","GPT","0.0"
"dreamlike_P22_22_28.jpg","in the bag","3.5","person, large, overflow, shopping, bag, item, clean, kitchen, background","9.0","person, large, overflow, shopping, bag, item, clean, kitchen, background","9.0","person, large, overflow, shopping, bag, item, clean","7.0","bag","total","total","dreamlike","0.7777777777777778","metaphor","object","if something is in the bag, it is almost certain to be won or achieved","no","P6","Llama3","0.0"
"GPT_P19_19-13.jpg","black hole","7.9","black, hole, place","3.0","black, hole, place","3.0","black, hole","2.0","black, hole","total","total","DallE3","1.0","metaphor","nature","a place in which things are lost never to be seen again","maybe","P3","GPT","0.0"
"GPT_P19_19-39.jpg","big gun","7.5","big, gun","2.0",,"0.0","big, gun","2.0","big, gun",,"total","DallE3","0.0","metonymy","object","someone who has an important or powerful position","yes","P3","GPT","0.0"
"GPT_P01_01-32-02.jpg","melting pot","7.800000000000001","melting pot","1.0","melting pot","1.0",,"1.0","melting pot","total",,"DallE3","1.0","metaphor","object","a place where different types of people and ideas live together, frequently blending to create something new","maybe","P1","GPT","0.0"
"dreamlike_P20_20_25.jpg","bread and butter","1.2000000000000002","bread, butter, job, money, person","5.0","bread, butter, job, person","4.0","bread, person","2.0","bread, butter","total","partial","dreamlike","0.4","metonymy","food","a job or activity that provides you with the money you need to live","maybe","P4","no_model","2.0"
"dreamlike_P01_01_54-02.jpg","cold turkey","0.0","cold, turkey","2.0",,"0.0",,"1.0","cold, turkey",,,"dreamlike","0.5","metaphor","food","an unpleasant physical condition suffered by people who stop taking a drug that they are addicted to","yes","P1","no_model","0.0"
"GPT_P20_20-40.jpg","back against the wall","5.800000000000001","back, wall, company, employee","4.0","wall, employee","2.0","back, wall, employee","3.0","back, wall","partial","total","DallE3","0.5","metaphor","object","to be in a tough situation with limited options","yes","P4","GPT","0.0"
"dreamlike_P12_12_51.jpg","hot potato","0.0","hot, potato","2.0","hot, potato","2.0","potato","1.0","hot, potato","total","partial","dreamlike","0.5","metaphor","food","refers to a controversial or sensitive topic that people avoid discussing","no","P2","no_model","2.0"
"GPT_P19_19-37.jpg","behind bars","10.0","jail, bar","2.0","jail, bar","2.0","bar, jail","2.0","bar","total","total","DallE3","1.0","metonymy","object","to be in jail or prison","yes","P3","GPT","0.0"
"GPT_P12_12-35.jpg","off the hook","2.7","hook","1.0","hook","1.0",,"1.0","hook","total",,"DallE3","1.0","metaphor","object","having got free from a difficult situation or a punishment","yes","P2","GPT","2.0"
"GPT_P20_20-41.jpg","turn the tables","6.2","tables, person, casino, thousand, dollar","5.0","tables, person, casino","3.0","person","1.0","tables","total","none","DallE3","0.6","metaphor","object","​to change a situation so that you are now in a stronger position than the person who used to be in a stronger position than you","yes","P4","GPT","0.0"
"GPT_P12_12-12.jpg","cup of tea","2.3000000000000003","cup, tea","2.0","cup, tea","2.0","cup, tea","2.0","cup, tea","total","total","DallE3","1.0","metaphor","object","if it is “your cup of tea” it is something that you prefer","no","P2","GPT","0.0"
"dreamlike_P23_23_31.jpg","on a roll","7.7","person, marbles, streak, multiple, roll, object, wave, blur, background, confetti","10.0","person, marbles, multiple, roll, object, wave, background, confetti","8.0","person, marbles, streak, multiple, roll, object, background, confetti","8.0","roll","total","total","dreamlike","0.8","metaphor","object","experiencing a period of success or good luck","yes","P7","Llama3","0.0"
"dreamlike_P19_19_23.jpg","across the board","0.0","board","1.0","board","1.0","board","1.0","board","total","total","dreamlike","1.0","metaphor","object","affecting everyone or everything within an organization, system, or society","maybe","P3","no_model","2.0"
"GPT_P21_21-43.jpg","black sheep","2.3000000000000003","black, sheep, person, family, group, artist, job, man, male","9.0","black, sheep, group","3.0","black, sheep","2.0","black, sheep","total","total","DallE3","0.3333333333333333","metaphor","animal","a person who is different from the rest of their family or another group, and who is considered bad or embarrassing","yes","P5","GPT","0.0"
"GPT_P21_21-15.jpg","at bay","2.6","bay, disease, town, safe, distance, scientist, medicine, soldier, mercenary","9.0","soldiers, distance, mercenary","3.0","bay, town, distance, soldier, mercenary","5.0","bay","none","total","DallE3","0.3333333333333333",,"nature","to keep something dangerous at a safe distance","maybe","P5","GPT","0.0"
"dreamlike_P12_12_21.jpg","upper hand","3.0","upper, hand ","2.0","upper, hand ","2.0","hand","1.0","upper, hand ","total","partial","dreamlike","0.5","metonymy","body","to get an advantage over somebody so that you are in control of a particular situation","yes","P2","no_model","2.0"
"GPT_P23_23-46.jpg","Easter egg","6.6000000000000005","egg, software, hidden, video, game, website, treasure","7.0","egg, hidden","2.0","egg","1.0","egg","total","total","DallE3","0.2857142857142857","metaphor","food","a feature that is hidden in video games, websites, software or social media and only unveiled after playing or viewing for a long time","maybe","P7","Llama3 + GPT","0.0"
"dreamlike_P01_01_52-02.jpg","earworm","0.8","ear, worm","2.0",,"0.0",,"1.0","ear, worm",,,"dreamlike","0.5","metaphor","animal","a situation when a song that comes to your mind again and again","yes","P1","no_model","2.0"
"dreamlike_P12_12_20.jpg","red flag","3.3000000000000003","red, flag","2.0","red, flag","2.0","red,flag","2.0","red, flag","total","total","dreamlike","1.0","metaphor","object","a sign that something is not right or something bad may happen","no","P2","no_model","0.0"
"GPT_P22_22-45.jpg","red herring","7.5","detective, lit, room, book, paper, steal, treasure, red, scarf","9.0","detective, lit, room, book, paper, red, scarf","7.0","detective, lit, room, book, paper, treasure, red, scarf","8.0","red, herring","partial","partial","DallE3","0.7777777777777778",,"animal","an unimportant fact, idea, event, etc. that takes people’s attention away from the important ones","no","P6","Llama3 + GPT","0.0"
"dreamlike_P19_19_22.jpg","in the cards","1.2000000000000002","card","1.0","card","1.0","card","1.0","card","total","total","dreamlike","1.0","metonymy","object","Something very likely to happen, occur or take place","no","P3","no_model","0.0"
"dreamlike_P21_21_27.jpg","in hot water","0.0","press, hot, water, leader, comment, phone, hack, reporter","8.0","hot, water, leader","3.0","water, phone, hack","3.0","hot, water","total","partial","dreamlike",375,"metaphor","nature","if someone is in hot water, they are in trouble because they have done something wrong","yes","P5","no_model","0.0"
"dreamlike_P21_21_26.jpg","in a nutshell","0.0","nutshell, mayor, fight, crime, company, plan, chief, male","8.0","nutshell, mayor, male","3.0","company, chief, male","3.0","nutshell","total","none","dreamlike",375,"metaphor","food","used when you are stating the main facts about something in a short clear way","no","P5","no_model","0.0"
"dreamlike_P20_20_24.jpg","blue-collar","1.1","contractor, project, worker, physical, work, office, blue, collar","8.0","contractor, project, worker, physical, work, blue, collar","7.0","worker, physical, blue, collar","4.0","blue, collar","total","total","dreamlike","0.5","metonymy","object","blue-collar workers do physical work, rather than working in offices","yes","P4","no_model","0.0"
"dreamlike_P22_22_29.jpg","at the helm","0.0","person, eyes, horizon, sun, helm, bridge, ship, hand, worn, wooden, wheel","11.0","person, horizon, sun, helm, bridge, ship, hand, worn, wooden, wheel","10.0","person, horizon, sun, bridge, ship, wooden","6.0","helm","total","none","dreamlike","0.5454545454545454","metaphor","object","in charge of an organization, group of people, etc.","yes","P6","Llama3","0.0"
"GPT_P01_01-33-02.jpg","on the money","4.2","money","1.0","money","1.0",,"1.0","money","total",,"DallE3","1.0","metaphor","object","being right about something","yes","P1","GPT","0.0"
"dreamlike_P01_01_18-02.jpg","under fire","0.9","fire","1.0",,"0.0",,"0.0","fire",,,"dreamlike","0.0","metaphor","nature","subject to extreme criticism or judgment","yes","P1","no_model","0.0"
"dreamlike_P01_01_19-02.jpg","red tape","0.0","red, tape","2.0","red, tape","2.0","red","1.0","red, tape","total","partial","dreamlike","0.5","metonymy","object","over excessive or time-consuming rules and bureaucracy that hinder progress","no","P1","no_model","0.0"
"GPT_P22_22-44.jpg","white elephant","8.700000000000001","person, gift, scene, large, ornate, ceramic, figurine, bright, pink, ear, red, hat, puzzle, face, scattered, wrap, paper","17.0","person, gift, scene, large, ornate, ceramic, figurine, bright, pink, ear, red, hat, puzzle, face, scattered, wrap, paper","17.0","person, gift, scene, large, ornate, bright, pink, ear, red, hat, face, scattered, wrap, paper","14.0","white, elephant","none","none","DallE3","1.0","metaphor","animal","an expensive item with no use or purpose","yes","P6","Llama3 + GPT","0.0"
